일자,홈/어웨이,팀명,선발투수,시즌평균자책점,시즌WAR,시즌경기,시즌선발평균이닝,시즌QS,시즌WHIP,홈어웨이평균자책점,홈어웨이경기,홈어웨이선발평균이닝,홈어웨이QS,홈어웨이WHIP,맞대결평균자책점,맞대결경기,맞대결선발평균이닝,맞대결QS,맞대결WHIP
2024-09-23,어웨이,SSG,송영진,5.48,0.36,25,4.0,3,1.63,7.69,13,3.1,0,2.04,9.75,4,3.0,0,2.58
2024-09-23,홈,두산,최원준,6.33,-0.08,23,4.2,3,1.43,5.33,11,5.0,2,1.35,7.06,5,4.1,1,1.15
2024-09-23,어웨이,삼성,황동재,4.07,0.87,15,5.0,0,1.33,4.00,9,5.0,0,1.41,4.50,1,0.0,0,1.50
2024-09-23,홈,KIA,윤영철,4.30,0.93,16,4.2,3,1.54,4.80,7,4.1,2,1.67,7.71,1,4.2,0,2.36
2024-09-23,어웨이,롯데,윌커슨,4.03,4.65,30,6.0,16,1.23,3.62,16,6.1,9,1.17,5.46,5,6.0,1,1.38
2024-09-23,홈,한화,바리아,5.49,0.96,18,4.2,3,1.48,9.15,5,4.0,1,1.89,12.71,2,3.0,0,2.82
