일자,홈/어웨이,팀명,선발투수,시즌평균자책점,시즌WAR,시즌경기,시즌선발평균이닝,시즌QS,시즌WHIP,홈어웨이평균자책점,홈어웨이경기,홈어웨이선발평균이닝,홈어웨이QS,홈어웨이WHIP,맞대결평균자책점,맞대결경기,맞대결선발평균이닝,맞대결QS,맞대결WHIP
2024-09-25,어웨이,한화,조동욱,6.16,-0.08,19,3.2,1,1.66,9.00,9,3.0,0,1.89,2.70,3,2.0,0,1.80
2024-09-25,홈,LG,최원태,4.25,1.94,23,5.1,9,1.45,4.13,13,5.1,4,1.51,10.13,2,4.0,0,2.13
2024-09-25,어웨이,키움,하영민,4.27,2.64,27,5.1,9,1.49,4.81,11,5.1,2,1.71,4.82,2,4.2,1,1.82
2024-09-25,홈,삼성,레예스,3.78,3.43,25,5.2,11,1.34,3.25,11,5.2,5,1.39,1.38,2,6.2,2,0.92
2024-09-25,어웨이,SSG,박종훈,7.71,-0.34,9,3.2,1,1.78,9.38,6,4.0,1,1.83,15.75,1,4.0,0,2.25
2024-09-25,홈,NC,하트,2.44,5.98,25,6.0,17,1.03,1.97,14,6.1,10,0.90,0.47,3,6.1,3,0.72
2024-09-25,어웨이,롯데,박진,4.78,0.38,37,3.2,0,1.55,2.92,20,3.2,0,1.38,2.70,3,0.0,0,0.60
2024-09-25,홈,KIA,양현종,3.95,3.12,28,6.0,15,1.25,4.62,17,6.0,8,1.36,4.41,3,5.1,1,1.41
