일자,홈/어웨이,팀명,선발투수,시즌평균자책점,시즌WAR,시즌경기,시즌선발평균이닝,시즌QS,시즌WHIP,홈어웨이평균자책점,홈어웨이경기,홈어웨이선발평균이닝,홈어웨이QS,홈어웨이WHIP,맞대결평균자책점,맞대결경기,맞대결선발평균이닝,맞대결QS,맞대결WHIP
2024-09-30,어웨이,키움,윤석원,12.60,-0.55,10,0.0,0,2.33,14.54,6,0.0,0,2.77,-,-,-,-,-
2024-09-30,홈,SSG,앤더슨,4.07,2.53,23,5.0,9,1.34,5.73,14,5.0,7,1.32,2.21,4,5.0,2,0.98
2024-09-30,어웨이,NC,손주환,0.00,0.05,3,0.0,0,0.00,0.00,3,0.0,0,0.00,0.00,3,0.0,0,0.00
2024-09-30,홈,KIA,라우어,4.99,0.54,6,5.0,2,1.30,5.23,4,5.1,2,1.26,5.23,4,5.1,2,1.26
