일자,홈/어웨이,팀명,선발투수,시즌평균자책점,시즌WAR,시즌경기,시즌선발평균이닝,시즌QS,시즌WHIP,홈어웨이평균자책점,홈어웨이경기,홈어웨이선발평균이닝,홈어웨이QS,홈어웨이WHIP,맞대결평균자책점,맞대결경기,맞대결선발평균이닝,맞대결QS,맞대결WHIP
2024-09-27,어웨이,NC,임상현,5.35,-0.09,11,4.1,1,1.61,10.61,4,3.1,0,1.93,18.00,1,0.0,0,2.50
2024-09-27,홈,롯데,한현희,5.30,0.85,56,5.1,1,1.54,5.58,27,6.0,1,1.60,1.00,7,0.0,0,1.33
2024-09-27,어웨이,키움,전준표,5.92,-0.37,17,3.1,0,1.77,4.30,6,3.2,0,1.50,6.35,2,4.2,0,1.41
2024-09-27,홈,KT,쿠에바스,3.97,3.76,30,5.2,19,1.24,5.40,15,5.1,5,1.49,1.38,4,6.2,4,0.88
2024-09-27,어웨이,KIA,황동하,4.39,0.80,24,4.2,2,1.47,4.28,16,4.1,1,1.51,7.13,4,4.1,0,1.64
2024-09-27,홈,한화,와이스,3.99,1.87,15,5.2,10,1.20,4.17,7,6.0,4,1.49,3.86,3,6.1,2,1.23
