타석,타율,안타,홈런,루타,득점,볼넷,타점,도루,장타율,출루율,선수명,사진
10.0,0.222,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.222,0.3,권동진,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51003.jpg
22.0,0.222,4.0,0.0,6.0,5.0,3.0,2.0,0.0,0.333,0.333,홍현빈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/67005.jpg
14.0,0.214,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.214,0.214,박민석,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69056.jpg
20.0,0.214,3.0,0.0,3.0,8.0,3.0,1.0,0.0,0.214,0.421,송민섭,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/64012.jpg
29.0,0.2,5.0,1.0,10.0,5.0,2.0,2.0,0.0,0.4,0.276,안현민,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/52001.jpg
18.0,0.176,3.0,0.0,5.0,3.0,1.0,0.0,0.0,0.294,0.222,윤준혁,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50092.jpg
43.0,0.146,6.0,0.0,7.0,3.0,1.0,0.0,0.0,0.171,0.167,이호연,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68504.jpg
25.0,0.125,3.0,0.0,4.0,2.0,1.0,1.0,0.0,0.167,0.16,김건형,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51005.jpg
18.0,0.071,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.071,0.278,장준원,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/64115.jpg
591.0,0.36,195.0,21.0,291.0,82.0,28.0,118.0,4.0,0.538,0.399,에레디아,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53827.jpg
240.0,0.307,66.0,1.0,87.0,40.0,19.0,23.0,16.0,0.405,0.371,정준재,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54812.jpg
564.0,0.301,147.0,10.0,201.0,78.0,64.0,67.0,13.0,0.411,0.38,박성한,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/67893.jpg
550.0,0.291,136.0,37.0,278.0,93.0,55.0,107.0,5.0,0.594,0.384,최정,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/75847.jpg
302.0,0.281,71.0,5.0,102.0,40.0,37.0,37.0,5.0,0.403,0.373,추신수,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51817.jpg
432.0,0.279,111.0,5.0,139.0,45.0,18.0,50.0,8.0,0.349,0.32,이지영,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/79456.jpg
249.0,0.276,63.0,4.0,88.0,33.0,12.0,21.0,8.0,0.386,0.317,박지환,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54805.jpg
543.0,0.275,133.0,11.0,202.0,89.0,50.0,49.0,32.0,0.418,0.345,최지훈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50854.jpg
288.0,0.275,68.0,9.0,111.0,43.0,31.0,36.0,27.0,0.449,0.355,오태곤,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/60558.jpg
366.0,0.25,85.0,11.0,131.0,33.0,25.0,45.0,3.0,0.385,0.303,고명준,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51868.jpg
317.0,0.248,72.0,10.0,121.0,40.0,18.0,36.0,15.0,0.417,0.292,하재훈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69813.jpg
38.0,0.242,8.0,0.0,8.0,4.0,1.0,4.0,0.0,0.242,0.342,조형우,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51865.jpg
31.0,0.241,7.0,1.0,10.0,1.0,2.0,4.0,1.0,0.345,0.29,정현승,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54815.jpg
34.0,0.24,6.0,0.0,8.0,2.0,9.0,5.0,0.0,0.32,0.441,최준우,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68868.jpg
523.0,0.235,109.0,24.0,210.0,64.0,46.0,87.0,0.0,0.453,0.314,한유섬,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62895.jpg
167.0,0.227,32.0,1.0,40.0,21.0,16.0,15.0,2.0,0.284,0.321,김성현,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/76802.jpg
29.0,0.222,6.0,0.0,9.0,4.0,1.0,2.0,0.0,0.333,0.276,신범수,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66662.jpg
126.0,0.208,22.0,1.0,30.0,10.0,16.0,10.0,0.0,0.283,0.311,김민식,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62864.jpg
31.0,0.185,5.0,0.0,5.0,4.0,3.0,2.0,0.0,0.185,0.267,강진성,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62925.jpg
75.0,0.171,12.0,0.0,13.0,3.0,4.0,2.0,1.0,0.186,0.216,안상현,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66864.jpg
50.0,0.171,6.0,0.0,6.0,12.0,8.0,0.0,6.0,0.171,0.326,최경모,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69802.jpg
13.0,0.167,2.0,0.0,4.0,9.0,0.0,1.0,2.0,0.333,0.231,최상민,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68805.jpg
63.0,0.088,5.0,1.0,8.0,3.0,5.0,3.0,0.0,0.14,0.159,전의산,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50820.jpg
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김찬형,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66917.jpg
9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.222,김창평,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69825.jpg
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,류효승,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50868.jpg
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,문승원,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62869.jpg
4.0,0.667,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.667,0.75,이인한,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/KBOHome/resources/images/common/no-Image.png
3.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,강성우,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54567.jpg
6.0,0.4,2.0,0.0,5.0,5.0,1.0,3.0,0.0,1.0,0.5,이호준,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54598.jpg
627.0,0.351,200.0,15.0,291.0,88.0,46.0,109.0,5.0,0.511,0.394,레이예스,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54529.jpg
401.0,0.321,116.0,4.0,159.0,94.0,31.0,26.0,51.0,0.44,0.377,황성빈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50500.jpg
426.0,0.317,125.0,18.0,213.0,70.0,17.0,78.0,7.0,0.541,0.355,손호영,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50150.jpg
488.0,0.31,126.0,7.0,189.0,59.0,69.0,66.0,1.0,0.466,0.409,나승엽,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51551.jpg
529.0,0.305,146.0,13.0,224.0,78.0,41.0,85.0,5.0,0.469,0.356,고승민,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69517.jpg
116.0,0.3,30.0,0.0,38.0,10.0,13.0,18.0,0.0,0.38,0.374,이정훈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/67644.jpg
609.0,0.295,156.0,14.0,241.0,97.0,67.0,85.0,7.0,0.456,0.379,윤동희,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/52591.jpg
479.0,0.293,123.0,17.0,204.0,57.0,48.0,82.0,3.0,0.486,0.368,전준우,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/78513.jpg
321.0,0.263,74.0,9.0,120.0,30.0,35.0,47.0,1.0,0.427,0.341,정훈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/60523.jpg
105.0,0.263,25.0,2.0,37.0,13.0,6.0,4.0,0.0,0.389,0.32,이학주,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69453.jpg
464.0,0.261,105.0,7.0,147.0,55.0,46.0,52.0,4.0,0.366,0.349,박승욱,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62802.jpg
36.0,0.257,9.0,0.0,11.0,1.0,1.0,3.0,0.0,0.314,0.278,한동희,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68525.jpg
143.0,0.25,33.0,0.0,38.0,17.0,10.0,12.0,0.0,0.288,0.308,최항,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62884.jpg
138.0,0.221,29.0,2.0,37.0,9.0,3.0,7.0,0.0,0.282,0.239,정보근,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68518.jpg
157.0,0.219,30.0,2.0,42.0,13.0,15.0,13.0,0.0,0.307,0.297,노진혁,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62931.jpg
83.0,0.211,16.0,0.0,21.0,14.0,2.0,6.0,3.0,0.276,0.268,김민석,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53554.jpg
17.0,0.2,3.0,0.0,5.0,8.0,2.0,1.0,3.0,0.333,0.294,김동혁,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/52504.jpg
84.0,0.2,14.0,2.0,25.0,6.0,10.0,8.0,0.0,0.357,0.321,김민성,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/77564.jpg
29.0,0.2,4.0,0.0,5.0,0.0,2.0,0.0,0.0,0.25,0.333,오선진,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/78756.jpg
171.0,0.197,30.0,6.0,58.0,24.0,13.0,21.0,0.0,0.382,0.271,손성빈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51528.jpg
155.0,0.191,26.0,5.0,44.0,11.0,9.0,20.0,0.0,0.324,0.275,유강남,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/61102.jpg
25.0,0.167,4.0,1.0,8.0,7.0,1.0,2.0,0.0,0.333,0.2,이주찬,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51560.jpg
35.0,0.161,5.0,0.0,5.0,5.0,1.0,1.0,0.0,0.161,0.235,신윤후,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69508.jpg
37.0,0.156,5.0,0.0,5.0,22.0,3.0,1.0,14.0,0.156,0.27,장두성,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68507.jpg
27.0,0.115,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.154,0.148,서동욱,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53569.jpg
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,강승구,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54506.jpg
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,강태율,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/65514.jpg
389.0,0.301,105.0,3.0,130.0,52.0,31.0,35.0,4.0,0.372,0.365,황영묵,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54795.jpg
533.0,0.3,142.0,13.0,202.0,64.0,49.0,66.0,3.0,0.427,0.37,안치홍,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/79608.jpg
151.0,0.292,40.0,1.0,54.0,16.0,10.0,11.0,1.0,0.394,0.349,하주석,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62700.jpg
472.0,0.291,120.0,12.0,180.0,59.0,45.0,61.0,5.0,0.436,0.363,김태연,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66704.jpg
52.0,0.286,12.0,0.0,15.0,4.0,9.0,4.0,1.0,0.357,0.423,박상언,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66707.jpg
244.0,0.286,60.0,2.0,83.0,37.0,25.0,22.0,3.0,0.395,0.367,최인호,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50707.jpg
289.0,0.277,72.0,5.0,107.0,29.0,24.0,47.0,3.0,0.412,0.34,문현빈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53764.jpg
374.0,0.277,93.0,1.0,112.0,49.0,26.0,46.0,6.0,0.333,0.332,이도윤,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/65703.jpg
522.0,0.275,125.0,24.0,221.0,75.0,63.0,70.0,7.0,0.486,0.364,페라자,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54730.jpg
601.0,0.272,143.0,24.0,239.0,88.0,60.0,89.0,6.0,0.454,0.356,노시환,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69737.jpg
51.0,0.271,13.0,4.0,28.0,10.0,3.0,9.0,0.0,0.583,0.314,권광민,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/52769.jpg
498.0,0.271,118.0,20.0,202.0,61.0,49.0,83.0,1.0,0.463,0.351,채은성,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/79192.jpg
327.0,0.263,76.0,9.0,119.0,56.0,29.0,44.0,14.0,0.412,0.335,장진혁,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66706.jpg
348.0,0.257,72.0,4.0,94.0,34.0,33.0,37.0,0.0,0.336,0.371,최재훈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/78288.jpg
152.0,0.239,32.0,1.0,39.0,10.0,7.0,16.0,0.0,0.291,0.287,이재원,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/76812.jpg
143.0,0.237,31.0,1.0,36.0,11.0,10.0,7.0,0.0,0.275,0.301,김인환,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66715.jpg
154.0,0.233,31.0,0.0,37.0,26.0,16.0,13.0,8.0,0.278,0.322,이원석,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68700.jpg
87.0,0.224,17.0,1.0,20.0,5.0,8.0,7.0,0.0,0.263,0.322,김강민,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/71837.jpg
39.0,0.222,8.0,0.0,9.0,6.0,3.0,4.0,0.0,0.25,0.282,유로결,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69766.jpg
103.0,0.204,19.0,1.0,28.0,20.0,8.0,13.0,0.0,0.301,0.282,이진영,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66657.jpg
78.0,0.172,11.0,1.0,19.0,10.0,13.0,6.0,2.0,0.297,0.312,정은원,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68743.jpg
64.0,0.158,9.0,0.0,16.0,10.0,6.0,7.0,0.0,0.281,0.25,임종찬,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50704.jpg
15.0,0.154,2.0,0.0,2.0,13.0,2.0,0.0,5.0,0.154,0.267,이상혁,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/52704.jpg
8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,이명기,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/76849.jpg
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.143,장규현,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51762.jpg
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,한경빈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/52710.jpg
7.0,0.5,3.0,0.0,5.0,3.0,1.0,1.0,2.0,0.833,0.571,박영빈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50906.jpg
362.0,0.344,111.0,13.0,175.0,58.0,33.0,53.0,4.0,0.542,0.409,박건우,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/79215.jpg
524.0,0.329,149.0,8.0,203.0,75.0,54.0,50.0,31.0,0.448,0.408,박민우,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62907.jpg
49.0,0.326,14.0,0.0,15.0,8.0,2.0,3.0,0.0,0.349,0.408,김한별,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50902.jpg
564.0,0.303,152.0,46.0,315.0,90.0,39.0,119.0,0.0,0.629,0.369,데이비슨,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54944.jpg
511.0,0.3,125.0,13.0,188.0,66.0,77.0,77.0,4.0,0.452,0.417,권희동,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/63963.jpg
353.0,0.287,95.0,7.0,132.0,45.0,16.0,50.0,6.0,0.399,0.316,손아섭,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/77532.jpg
234.0,0.286,61.0,5.0,87.0,31.0,13.0,33.0,8.0,0.408,0.338,천재환,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/67905.jpg
25.0,0.286,6.0,2.0,13.0,5.0,3.0,4.0,0.0,0.619,0.36,안중열,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/64022.jpg
565.0,0.284,145.0,10.0,200.0,68.0,30.0,61.0,1.0,0.392,0.342,서호철,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69995.jpg
151.0,0.283,36.0,0.0,41.0,32.0,17.0,13.0,7.0,0.323,0.38,최정원,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69992.jpg
171.0,0.264,39.0,1.0,51.0,21.0,14.0,10.0,4.0,0.345,0.337,박세혁,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62244.jpg
558.0,0.26,126.0,16.0,200.0,78.0,51.0,73.0,4.0,0.412,0.338,김휘집,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51344.jpg
475.0,0.252,97.0,9.0,146.0,61.0,51.0,49.0,16.0,0.379,0.371,김주원,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51907.jpg
76.0,0.247,18.0,0.0,24.0,10.0,2.0,3.0,2.0,0.329,0.276,한석현,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/64101.jpg
155.0,0.232,32.0,2.0,45.0,17.0,14.0,17.0,3.0,0.326,0.301,박시원,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50996.jpg
10.0,0.222,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.222,0.3,김수윤,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/67900.jpg
180.0,0.215,31.0,0.0,35.0,20.0,24.0,15.0,1.0,0.243,0.347,도태훈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/66965.jpg
409.0,0.206,73.0,17.0,136.0,55.0,31.0,60.0,10.0,0.383,0.293,김성욱,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62934.jpg
5.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2,송승환,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69203.jpg
34.0,0.2,6.0,3.0,15.0,4.0,2.0,5.0,0.0,0.5,0.265,오영수,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68904.jpg
411.0,0.194,68.0,17.0,131.0,39.0,45.0,50.0,0.0,0.373,0.285,김형준,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68912.jpg
71.0,0.185,12.0,7.0,34.0,8.0,6.0,14.0,0.0,0.523,0.254,박한결,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53992.jpg
8.0,0.125,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.25,0.125,한재환,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50903.jpg
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김범준,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69980.jpg
5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,김세훈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54905.jpg
602.0,0.34,179.0,19.0,273.0,88.0,64.0,104.0,21.0,0.518,0.409,송성문,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/65357.jpg
429.0,0.33,126.0,11.0,194.0,69.0,39.0,57.0,2.0,0.508,0.399,도슨,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53327.jpg
567.0,0.326,166.0,11.0,233.0,90.0,47.0,75.0,30.0,0.458,0.383,김혜성,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/67304.jpg
227.0,0.306,56.0,1.0,68.0,27.0,31.0,12.0,2.0,0.372,0.429,이용규,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/74163.jpg
537.0,0.266,126.0,13.0,190.0,82.0,49.0,60.0,6.0,0.402,0.352,이주형,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50167.jpg
544.0,0.257,124.0,13.0,188.0,49.0,47.0,84.0,0.0,0.39,0.325,최주환,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/76267.jpg
283.0,0.257,67.0,9.0,109.0,27.0,18.0,38.0,0.0,0.418,0.3,김건희,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53312.jpg
290.0,0.256,65.0,0.0,81.0,21.0,28.0,35.0,0.0,0.319,0.329,고영우,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54344.jpg
148.0,0.256,33.0,0.0,40.0,23.0,13.0,6.0,3.0,0.31,0.333,박수종,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/52305.jpg
232.0,0.251,55.0,5.0,75.0,16.0,11.0,21.0,0.0,0.342,0.289,변상권,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/68305.jpg
125.0,0.25,28.0,2.0,39.0,12.0,10.0,11.0,2.0,0.348,0.306,원성준,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54307.jpg
326.0,0.243,70.0,0.0,81.0,27.0,14.0,26.0,1.0,0.281,0.297,김재현,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/62332.jpg
92.0,0.241,21.0,3.0,33.0,14.0,4.0,10.0,1.0,0.379,0.272,임병욱,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/64346.jpg
202.0,0.222,42.0,0.0,54.0,26.0,7.0,10.0,0.0,0.286,0.249,김태진,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/64984.jpg
11.0,0.222,2.0,0.0,3.0,1.0,1.0,2.0,0.0,0.333,0.364,박성빈,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53305.jpg
109.0,0.22,20.0,0.0,24.0,5.0,14.0,8.0,0.0,0.264,0.33,이원석,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/75566.jpg
126.0,0.216,22.0,4.0,37.0,19.0,22.0,19.0,1.0,0.363,0.36,이형종,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/78135.jpg
7.0,0.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.2,0.429,김동헌,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/53344.jpg
62.0,0.2,11.0,1.0,15.0,7.0,6.0,5.0,0.0,0.273,0.279,주성원,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/69332.jpg
89.0,0.19,16.0,1.0,20.0,7.0,2.0,5.0,0.0,0.238,0.227,이재상,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/54305.jpg
71.0,0.169,10.0,1.0,16.0,6.0,6.0,3.0,0.0,0.271,0.3,김병휘,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/50304.jpg
139.0,0.168,20.0,4.0,35.0,14.0,17.0,13.0,0.0,0.294,0.288,장재영,https://lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2024/51359.jpg
