일자,홈/어웨이,팀명,시즌평균자책점,시즌타율,시즌평균득점,시즌평균실점,홈어웨이평균자책점,홈어웨이시즌타율,홈어웨이평균득점,홈어웨이평균실점,맞대결평균자책점,맞대결타율,맞대결평균득점,맞대결평균실점
2024-09-25,어웨이,한화,5.04,0.271,5.2,5.5,5.00,0.274,5.4,5.4,6.34,0.273,4.9,6.6
2024-09-25,홈,LG,4.65,0.283,5.6,5.1,4.34,0.289,5.7,4.9,4.81,0.308,6.6,4.9
2024-09-25,어웨이,키움,5.10,0.265,4.7,5.5,5.55,0.274,5.3,5.8,4.73,0.249,4.8,5.1
2024-09-25,홈,삼성,4.65,0.269,5.4,5.0,4.68,0.274,5.7,5.2,4.20,0.268,5.1,4.8
2024-09-25,어웨이,SSG,5.35,0.272,5.2,5.8,5.07,0.265,4.8,5.2,7.62,0.232,3.7,7.8
2024-09-25,홈,NC,4.88,0.274,5.5,5.5,4.12,0.282,5.5,5.0,2.88,0.294,7.8,3.7
2024-09-25,어웨이,롯데,5.05,0.283,5.5,5.5,5.31,0.260,4.9,5.5,4.54,0.284,5.9,5.0
2024-09-25,홈,KIA,4.35,0.301,6.0,5.2,4.65,0.299,5.8,5.6,5.23,0.279,5.0,5.9
