일자,홈/어웨이,팀명,시즌평균자책점,시즌타율,시즌평균득점,시즌평균실점,홈어웨이평균자책점,홈어웨이시즌타율,홈어웨이평균득점,홈어웨이평균실점,맞대결평균자책점,맞대결타율,맞대결평균득점,맞대결평균실점
2024-09-27,어웨이,NC,4.94,0.273,5.4,5.5,5.69,0.266,5.4,5.9,5.15,0.278,5.0,5.9
2024-09-27,홈,롯데,5.03,0.283,5.5,5.5,4.79,0.306,6.1,5.4,4.61,0.288,5.9,5.0
2024-09-27,어웨이,키움,5.12,0.265,4.7,5.5,5.59,0.273,5.2,5.8,4.88,0.222,2.8,4.9
2024-09-27,홈,KT,5.11,0.277,5.3,5.6,5.20,0.282,4.9,5.8,2.25,0.281,4.9,2.8
2024-09-27,어웨이,KIA,4.36,0.301,5.9,5.2,4.04,0.303,6.1,4.9,3.44,0.303,6.5,4.6
2024-09-27,홈,한화,5.02,0.271,5.2,5.4,5.09,0.266,5.0,5.5,6.14,0.255,4.6,6.5
