일자,홈/어웨이,팀명,시즌평균자책점,시즌타율,시즌평균득점,시즌평균실점,홈어웨이평균자책점,홈어웨이시즌타율,홈어웨이평균득점,홈어웨이평균실점,맞대결평균자책점,맞대결타율,맞대결평균득점,맞대결평균실점
2024-09-30,어웨이,키움,5.17,0.265,4.7,5.5,5.67,0.272,5.3,5.9,4.95,0.232,3.7,5.3
2024-09-30,홈,SSG,5.27,0.274,5.2,5.7,5.60,0.279,5.5,6.3,3.72,0.277,5.3,3.7
2024-09-30,어웨이,NC,4.96,0.274,5.4,5.5,5.74,0.269,5.5,6.0,5.44,0.260,4.9,5.9
2024-09-30,홈,KIA,4.40,0.300,5.9,5.3,4.66,0.298,5.7,5.6,4.50,0.285,5.9,4.9
